FECHA_CORTE;CAMA;HABI;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL;TELEF1;TELEF2;TELEF3;TELEF4;VIA;DES_VIA;NUMERO;INTERIOR;OBS_DOMICILIO;ZONA;DES_ZONA;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;E_MAIL;PAGINA_WEB;CLASE;CATEGORIA;NRO_CERTIFICADO;FECHA_EXPEDICION;REP_LEGAL
20260824;36;21;20490238124;ILLA'S INN SOCIEDAD ANONIMA CERRADA - ILLA'S  INN S.A.C                                             ;ILLA'S INN;;;;84246488;AV.;HUASCAR N°224-B;224;;;;;080108;CUSCO;CUSCO;WANCHAQ;contact@illasinn.com;www.illasinn.com;Hotel;3 Estrellas;017-2024;05-JUL-2024 05:00:00;Luisa Gilda Lovon De Silva
20260824;12;12;20538096696;Servicios De Hospedaje Osiris S.A.C.;OSIRIS;;;;;PJ.;LARRABURE;130  132;;;;;150101;LIMA;LIMA;LIMA;libertador876@hotmail.com;;Hostal;1 Estrella;563;15-JUL-2021 05:00:00;Manuel Pedro Cruzado Duran
20260824;141;78;20231843460;COSTA DEL SOL S.A.;COSTA DEL SOL;;;;;JR.;INDEPENDENCIA;485;;;;;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;jcalisaya@costadelsolperu.com;https://www.costadelsolperu.com;Hotel;4 Estrellas;802-2019;06-FEB-2019 05:00:00;Jessica Paola Calisaya Quevedo
20260824;60;28;20602501141;Inversiones Y Serv. Gener. Wamachuko E.I.R.L.;HUAMACHUCO;;;;44440599;JR.;RAMON CASTILLA;354;;;;;130901;LA LIBERTAD;SÁNCHEZ CARRIÓN;HUAMACHUCO;huamachucohotel@hotmail.com;;Hotel;3 Estrellas;762-2018;08-AGO-2018 05:00:00;Auxilia Marizol Polo Rodriguez
20260824;136;69;20601751403;Corporacion Hotelera Msj S.A.C.;RIVERA INN;;;;;Calle;RIVERA NAVARRETE;2868;;, -77.02741474760808;;;150116;LIMA;LIMA;LINCE;administracion@riverainnhotel.com;www.riverainnhotel.com.pe;Hotel;3 Estrellas;420-001-Mincetur-Cla;18-DIC-2019 05:00:00;Jonathan Alfonso Jimenez Alban
20260824;42;21;20601882907;Riviera Muchik  S.R.L.;MUCHIK;;;;44727265;AV.;LARCO;710;;;;;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;reservas@hotelrivieramuchik.com;www.hotelrivieramuchik.com;Hotel;3 Estrellas;760-2018;30-JUL-2018 05:00:00;Marlon Alberto Quispe Garcia
20260824;20;10;10047430092;URIBE QUISPE, CESAR BONIFACIO;GRAU;;;;53464732;Calle;MIGUEL GRAU;545;;COSTADO CAJA HUANCAYO;;;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;;;Hostal;1 Estrella;003-2014;30-ENE-2014 05:00:00;Cesar Bonifacio Uribe Quispe
20260824;31;20;20404754271;Inversiones Viroci S.A.;HOTEL TOURS;;;;62519394/962629226;JR.;ABTAO;796;;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;viroci@viabcp.com;;Hotel;2 Estrellas;063-2012;18-SEP-2012 05:00:00;Yavar Edson Vilchez Esteban
20260824;14;7;10334087056;MORI TUESTA, OTTO;HOSTAL CASA KUELAP;;;;945600330;JR.;SANTA ANA;1162;;;CI.;;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;casakuelap@gmail.com;;Hostal;2 Estrellas;02-2018;19-FEB-2018 05:00:00;Otto Mori Tuesta
20260824;49;32;20528947787;Compañia Hotelera Sosa S.R.L.;SOSA;;;;62515803/62634672/990352193;JR.;GENERAL PRADO;872;;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;hotelsosa@hotmail.com;;Hotel;2 Estrellas;0009-2021;19-JUL-2021 05:00:00;Romer Sosa Ramirez
20260824;7;7;20605314318;ALBERGUES SOSTENIBLES DEL PERU S.A.C.;HUANCAYA GLAMPING;;;;940192981;Calle;BOLIVAR;170;;;;;151014;LIMA;YAUYOS;HUANCAYA;huancayaglamping@gmail.com;;Albergue;Sin Categoria;067;10-JUL-2024 05:00:00;Abimael Tito Lara Salazar
20260824;13;13;20311428498;EMP COMERC Y DE SERVS SANTA APOLONIA EIR                                                            ;SANTA APOLONIA;;;;76367207;JR.;AMALIA PUGA;649;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;hostalsantapolonia@hotmail.com;www.hostalsantaapolonia.pe;Hostal;3 Estrellas;212-2016;21-MAR-2016 05:00:00;Walter Vargas Portocarrero
20260824;44;29;20509830488;Hostal Plaza Mayor E.I.R.L.;PLAZA MAYOR;;;;;JR.;UCAYALI;199;;, ;;;150101;LIMA;LIMA;LIMA;administracion@gpohym.com;;Hostal;2 Estrellas;437;25-FEB-2020 05:00:00;He Long Huang Huang
20260824;28;20;20553445079;Representaciones E Inversiones El Manatial E.I.R.L.;EL MANANTIAL;;;;;JR.;BERNARDO ALCEDO;510;;;;;150116;LIMA;LIMA;LINCE;;;Hotel;2 Estrellas;359-001-Mincetur-Cla;15-JUL-2019 05:00:00;Jie Fang Tay 
20260824;38;21;20530960006;GRAND HOTEL CESAR´S E.I.R.L.;GRAND HOTEL CESAR'S;;;;43422829/43422227;JR.;LARREA Y LOREDO;721;;;;;020101;ÁNCASH;HUARAZ;HUARAZ;info@grandcesarshotel.com.pe;www.grandcesarhotel.com.pe;Hotel;3 Estrellas;92-2013-Dircetur-A;24-NOV-2017 05:00:00;Marcelino Minaya Huerta
20260824;35;20;10440720311;Torres Chicchon, Lenin Maotsetung;HUMBOLDT;;;;913812113;AV.;ALEXANDER VON HUMBOLDT;1249;;;;;140105;LAMBAYEQUE;CHICLAYO;JOSÉ LEONARDO ORTIZ;hotelhumboldt1@gmail.com;;Hotel;2 Estrellas;888-2020;19-FEB-2020 05:00:00;Lenin Maotsetung Torres Chicchon
20260824;30;20;10026484591;HURTADO PERALES, CARLOS DALMIRO;HOSTERIA ENTRE ROSAS Y CAFETALES;;;;935835120;AV.;PIURA-LAS CASUARINAS;420;;;BA.;PAMPA ALEGRE- SAN MIGUEL DE EL FAIQUE;200306;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;chayodalmiro@hotmail.com;;Hostal;1 Estrella;001-2022;04-JUL-2022 05:00:00;Carlos Dalmiro Hurtado Perales
20260824;64;46;20501495795;INVERSIONES PCOSK S.A.C.;HOTEL PALMETTO;;;;991215986/4202425;AV.;LA MARINA;1090;;;;;070104;CALLAO;PROV. CONST. DEL CALLAO;LA PERLA;administracionlaperla@palmettohoteles.com;https://www.palmettohoteles.com/palmetto-la-perla/;Hotel;3 Estrellas;N° DE REGISTRO 003-2024;09-MAY-2024 05:00:00;Pedro Rafael Calderon Culque
20260824;46;23;20494815517;HILROQ E.I.R.L.;HILROQ;;;;56287375/56212295/956171183;Calle;BOLIVAR;432;;;CI.;;110101;ICA;ICA;ICA;roquebech@hotmail.com;;Hotel;2 Estrellas;066-2015/DT-ICA;21-NOV-2018 06:00:00;Roque Bedriñana Calle
20260824;40;21;10167023326;Fernandez Venegas Celina Haydee;CIELO AZUL;;;;74616966/950648640;AV.;AMERICA;320;;;;;140105;LAMBAYEQUE;CHICLAYO;JOSÉ LEONARDO ORTIZ;;wwwhostalcieloazul;Hostal;2 Estrellas;795-2019;06-MAY-2019 05:00:00;Celina Haydee Fernandez Venegas
20260824;36;27;10453928824;Celis Sirlopu Marco Antonio;ITALIA IV;;;;74205717/983163771;Calle;7 DE ENERO;1374;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;italiahoteles@gmail.com;www.hotelesitalia.com;Hotel;2 Estrellas;868-2020;21-ENE-2020 05:00:00;Marco Antonio Celis Sirlopu
20260824;35;35;20608834819;Inversiones Luni S.A.C.;HOTEL MUNDO;;;;;AV.;REPUBLICA DE CHILE -;368;;;;;150113;LIMA;LIMA;JESÚS MARÍA;;;Hotel;2 Estrellas;589;13-DIC-2021 05:00:00;Mou Kay Sam 
20260824;70;70;20477783954;Grupo Franco Sociedad Anonima Cerrada;QUINDE;;;;;JR.;EMILIO ALTAHUS;163;;,;;;150116;LIMA;LIMA;LINCE;;;Hotel;3 Estrellas;228-001-Tur-Mod-Inde;02-FEB-2018 05:00:00;Heng Feng Zeng 
20260824;60;32;20605590854;HOSTAL WALDOLLY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - HOSTAL WALDOLLY EIRL.;HOSTAL WALDOLLY E.I.R.L;;;;950876060/73304672;AV.;SÁNCHEZ CERRO;1355;;;;;200101;PIURA;PIURA;PIURA;hostalwaldolly@gmail.com;;Hostal;2 Estrellas;009-2014;23-DIC-2019 05:00:00;Dolores Lalupu De Palacios
20260824;17;11;20491814935;SERVICIOS E INVERSIONES GENERALES ERNEVI E.I.R.L;HOSTAL EL ENCUENTRO ;;;;943200256;JR.;SANTA CLARA ;223;;;BA.;;060401;CAJAMARCA;CHOTA;CHOTA;;;Hostal;2 Estrellas;CERTIFICADO Nº 661-2024;11-OCT-2024 05:00:00;Esnestor Vigil Villegas
20260824;91;54;10718740270;PIO OLLERO, CRISTHIAN PABLO;JAA MAY;;;;62782334/964606154;JR.;ABTAO;555;;;CI.;HUANUCO;100101;HUÁNUCO;HUÁNUCO;HUANUCO;cristhianpio.1999@gmail.com;;Hotel;2 Estrellas;0001-2023;06-FEB-2023 05:00:00;Cristhian Pablo Pio Ollero
20260824;15;6;10053535084;Valera Ruiz, Danith;YOSHUA EXPEDITIONS ;;;;995008880;VIA;COMUNIDAD AIRES ;SN;;RESERVA NACIONAL DE PACAYA SAMIRIA -YANAYACU PUCATE ;CAS.;QUEBRADA PUCATE;160301;LORETO;LORETO;NAUTA;reservas@yoshuaexpeditions.com;www.yoshuaexpeditions.com;Albergue;Sin Categoria;197-2024-GRL-GERCETUR;29-ABR-2024 05:00:00;Danith Valera Ruiz
20260824;28;17;10224145182;Garay Espinoza, Elizabeth Rosario;BAHÍA;;;;;JR.;CONSTITUCIÓN;435;;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;;;Hostal;2 Estrellas;016-2017;22-NOV-2017 06:00:00;Elizabeth Rosario Garay Espinoza
20260824;40;18;20601704430;VALDERRAMA TORRES E.I.R.L.;CHARACATO SUITE;;;;54583876/959835656;Calle;ALVAREZ THOMAS;556;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;WILBERTHVALDERRAMAT@HOTMAIL.COM;;Hostal;3 Estrellas;Certificado 024-2024-GRA/GRCET/SGT;13-JUN-2024 05:00:00;Wilberth Ronald Valderrama Torres
20260824;27;15;10010604287;CHUQUIPIONDO LA TORRE, CARLOS ALBERTO;HOSTAL TARAPOTO;;;;965889281/65636546;Calle;CALLE;914;;;CI.;LORETO;160101;LORETO;MAYNAS;IQUITOS;carlosarcor@gmail.com;;Hostal;3 Estrellas;087-2019-GRL-DIRCETURA-DET;05-ABR-2019 05:00:00;Carlos Alberto Chuquipiondo La Torre
20260824;39;23;20558116286;Rosa Tovar S.A.C.;EL TURISTA;;;;54282464/942426242;AV.;SAN MARTIN;124;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;reservas@hostelelturista.com;;Hotel;3 Estrellas;20558116286-001;28-JUN-2016 05:00:00;Rosa Regina Tovar Mendoza
20260824;69;29;15410959973;NOVOA BARDALES WILMAN ERNESTO;HOSTAL SAN SEBASTIAN II;;;;976937564;JR.;JOSE SABOGAL;950;;;CI.;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;w-novoa@hotamil.com;;Hostal;1 Estrella;CERTIFICADO Nº 635-2024;07-MAY-2024 05:00:00;Wilman Ernesto Novoa Bardales
20260824;53;33;20600363612;LM TELECOMUNICACIONES Y SOLUCIONES E.I.R.L.;PREMIER;;;;54227821/958956223;AV.;QUIROZ;100;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;hostalpremier@yahoo.com;;Hostal;3 Estrellas;Certificado 022-2024-GRA/GRCET/SGT;30-MAY-2024 05:00:00;Luz Yannyna Velasquez Rey
20260824;21;10;20609547074;TERRA IMPERIAL E.I.R.L;TERRA IMPERIAL;;;;41690042/935008571/964169053;AV.;ANGELA SABARBEIN;S/N;;A LA ALTURA DE LA CUADRA 10 DE LA AV. ANGELA SABARBEIN SECTOR LA GUITARRITA;;;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;terraimperial.peru@gmail.com;www.terraimperial.com;Hostal;3 Estrellas;006-2024;16-JUL-2024 05:00:00;Nilsson Mori Sanchez
20260824;8;8;10404234116;Saavedra Urcia, Edith Karina;LA NOCHE;;;;;JR.;CAMANA;828;;;;;150101;LIMA;LIMA;LIMA;eglinton_22@hotmail.com;;Hostal;1 Estrella;550;27-MAY-2021 05:00:00;Edith Karina Saavedra Urcia
20260824;34;17;20487398498;Hoteles Teresa Residencial S.R.L.;TERESA RESIDNCIAL;;;;956460021;Calle;SANCHEZ CARRION;541;;;CI.;;060801;CAJAMARCA;JAÉN;JAÉN;;;Hostal;3 Estrellas;008-2010;11-JUN-2010 05:00:00;Jose Orlando Diaz Gonzales
20260824;10;3;20604310360;YAKU AMAZON LODGE & EXPEDITIONS S.R.L.;YAKU AMAZON LODGE;;;;959467659;VIA;COMUNIDAD DE AYACUCHO TIPISHCA;;;RIO AMAZONAS;;;160103;LORETO;MAYNAS;FERNANDO LORES;yakuamazonlodge@gmail.com;www.yakuamazonlodge.com;Albergue;Sin Categoria;216-2024-GRL-GERCETUR;10-OCT-2024 05:00:00;Victor Alberto Coelho Bedriñana
20260824;40;22;20487672492;Alejandra Hotel Scrltda;ALEJANDRA HOTEL;;;;979989145/74498363;Calle;ANDALUCIA;242;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;alejandrahotel2012@hotmail.com;www.hotelalejandra.pe;Hotel;2 Estrellas;618-2016;25-NOV-2016 05:00:00;Fredesvinda Zarate Saucedo
20260824;44;33;20608190156;HOTEL FENIX EIRL;HOTEL FENIX;;;;965706706/65255020;PJ.;ANGEL BRUSCO;172;;;CI.;;160101;LORETO;MAYNAS;IQUITOS;katiuska0411@gmail.com;;Hotel;3 Estrellas;191-2024-GRL-GERCETUR;26-FEB-2024 05:00:00;Silvana Katiuska Larenas Villacorta
20260824;21;11;10175309352;Garcia Mesta Jorge;JOPAMI;;;;74282367;Calle;GRAU;143;;;;;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;jgarciam22@gmail.com;;Hostal;2 Estrellas;637-2017;17-ENE-2017 05:00:00;Jorge Garcia Mesta
20260824;36;30;10446630062;MEZA CAMPOS, NOEMI MERY;FINHA HOTEL;;;;999103455;JR.;AYACUCHO;545;02;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;administracion@finhahotel.com;;Hotel;2 Estrellas;032-2013;21-AGO-2013 05:00:00;Noemi Mery Meza Campos
20260824;22;11;20609567920;JAZMIN INVERSIONES HOTELERAS ESPARCIMIENTO Y ESPECTACULOS S.A.C.;JAZMIN;;;;949477021;Calle;FRANCISCO BOLOGNESI MZ 1 LTE;7;;;;PÓSOPE ALTO;140117;LAMBAYEQUE;CHICLAYO;PATAPO;jazmininversionessac@gmail.com;;Hostal;2 Estrellas;975-2024;27-FEB-2024 05:00:00;Gilberto Cornejo Vigil
20260824;17;8;10257329777;Castillo Saldamando, Antonio Alberto;CORAL´S II;;;;74412956/949580925;Calle;LA FLORIDA;580;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;hostalcorals@hotmail.com;www.hostalcoral´s.com;Hostal;2 Estrellas;782-2019;08-MAR-2019 05:00:00;Antonio Alberto Castillo Saldamando
20260824;18;18;10714719888;PEREGRINO CHALAN, WILLIAMS PERCY;HOSTAL PEREGRINO;;;;942912012;CAR.;A OTUZCO - A - 19B;;;;;;060108;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;;;Hostal;1 Estrella;534-2022;12-ENE-2022 05:00:00;Williams Percy Peregrino Chalan
20260824;20;20;20606974010;HOTEL LOS NOGALES EIRL;HOTEL LOS NOGALES;;;;976222117;JR.;MARIANO MELGAR;496;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hotel;2 Estrellas;644-2024;18-JUL-2024 05:00:00;Esther Angelica Chavez Rosero
20260824;16;8;10181058949;VIDAL POLO, OLGA ALICIA;CARDAGUI;;;;44446723;AV.;SUCRE;370;1PISO;;;;130901;LA LIBERTAD;SÁNCHEZ CARRIÓN;HUAMACHUCO;;;Hostal;2 Estrellas;458-2014;15-DIC-2014 05:00:00;Olga Alicia Vidal Polo
20260824;36;23;20573129556;Hotel Las Viñas E.I.R.L;LAS VIÑAS;;;;62503640;PJ.;MARIA AUXILIADORA;108;;ALTURA DE LA CUADRA 5 DEL JR HUANUCO;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;;;Hotel;2 Estrellas;003-2013;27-AGO-2013 05:00:00;Rebeca Correa Arroyo
20260824;65;27;20609819236;INVERSIONES CARMALI E.I.R.L.;MAXIMO'S;;;;52242605/981781515;Calle;ARIAS ARAGUEZ;281;;;CI.;CERCADO;230101;TACNA;TACNA;TACNA;hotelmaximos@hotmail.com;;Hotel;3 Estrellas;092-2024;10-MAY-2024 05:00:00;Carlos Fernando Marin Lira
20260824;38;28;20609490129;SYMPHONY'S LOVE S.A.C.;SYMPHONY´S LOVE;;;;912895475;Calle;SIETE DE ENERO;1227;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;jose_rod89@hotmail.com;;Hostal;2 Estrellas;952-2023;26-JUN-2023 05:00:00;Juan Tarcizo Rodriguez Atalaya
20260824;32;20;10224145182;Garay Espinoza, Elizabeth Rosario;SANTORINI;;;;62515130/962681418;JR.;DAMASO BERAUN;993;;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;santorinihuanuco@gmail.com;;Hotel;2 Estrellas;017-2017;22-NOV-2017 05:00:00;Elizabeth Rosario Garay Espinoza
20260824;50;50;10091636030;Grados Sanchez Pedro Enrique;GRAND PARADISE;;;;;AV.;PROLONGACIÓN IQUITOS;1610  1614;;;;;150116;LIMA;LIMA;LINCE;kik16g@hotmail.com;;Hotel;2 Estrellas;600;05-ABR-2022 05:00:00;Pedro Enrique Grados Sanchez
20260824;13;13;20511487031;La Llovisna S.A.C.;HABIBI;;;;;AV.;HUAROCHIRI;721;;;;;150103;LIMA;LIMA;ATE;;;Hostal;3 Estrellas;379-001-Mincetur-Cla;17-SEP-2019 05:00:00;Harold Jaime Vizconde Martin
20260824;54;54;20414186727;WEI SHIAC WONG S.R.L ;MANDARIN;;;;4714233/2660899/2651754;AV.;PETIT THOUARS;1301;;;;;150101;LIMA;LIMA;LIMA;hotelmandarin@hotmail.com;;Hotel;2 Estrellas;D000038-2024-MML-GDE-ST-Vigencia_Ind.;12-AGO-2024 05:00:00;Lo Wei Kuan Wong Tang
20260824;36;20;20600666348;Inversiones Marileyva S.A.C.;LOS GIRASOLES DE HUAMACHUCO;;;;44348330/964288631;JR.;LEONCIO PRADO  N° 932;932;;;;;130901;LA LIBERTAD;SÁNCHEZ CARRIÓN;HUAMACHUCO;rogelio0476@hotmail.com;;Hotel;2 Estrellas;593-2016;24-AGO-2016 05:00:00;Segundo Rogelio Polo Ruiz
20260824;28;17;10047443771;COAYLA VALDIVIA, ELIZABETH ILIANA;LOS BALCONES;;;;953618158;JR.;JUNIN;555;-;;;;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;elizabeta09@yahoo.es;;Hostal;1 Estrella;012-2014;22-MAY-2014 05:00:00;Elizabeth Iliana Coayla Valdivia
20260824;44;21;20480300255;TURISMO Y SERVICIOS LEO CESAR S.A.C.;HOTEL PUMA URCO ;;;;41477871/941976944;JR.;AMAZONAS;833;;;CI.;CHACHAPOYAS ;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;reservas@hotelpumaurco.com;www.hotelpumaurco.com ;Hotel;2 Estrellas;012;10-OCT-2012 05:00:00;Manuel Ricardo Jimenez Reyna
20260824;10;7;20489677874;Hostal Residencial Tito S.R.L.;TITO´S;;;;62780306/962691519;PJ.;LOS PROCERES;112;;;;AUCAYACU;100604;HUÁNUCO;LEONCIO PRADO;JOSÉ CRESPO Y CASTILLO;edwintitofirata@hotmail.com;;Hostal;1 Estrella;0008-2021;30-JUN-2021 05:00:00;Edwin Victor Tito Firata
20260824;16;16;10441186016;ESCALANTE GALLARDO DANNY HUMBERTO;REVIGLIE;;;;;AV.;LOS ARQUITECTOS MZ L3 LTE 16 ;;; VILLA ESTELA ;;;150102;LIMA;LIMA;ANCÓN;dheg120@gmail.com;;Hostal;1 Estrella;D000012-2022-MML-GDE-ST;20-OCT-2022 05:00:00;Danny Humberto Escalante Gallardo
20260824;76;39;20526897839;CONDOR INCA-HOTEL & ADVENTURE RETREAT SOCIEDAD ANONIMA CERRADA;CONDOR INCA HOTEL;;;;84774986;Calle;UNION;189;;;;;080101;CUSCO;CUSCO;CUSCO;JLAZO@UNIONHOTELCUSCO.COM;WWW.UNIONHOTELCUSCO.COM/ES;Hotel;3 Estrellas;015-2024;03-JUL-2024 05:00:00;Wilmer Lavarello Guerra
20260824;34;20;20611717882;NEGOCIACIONES E INVERSIONES L & X S.R.L.;PREMIER;;;;956992922;AV.;SAN MARTIN H-3-20;Nº1144;;;;;110101;ICA;ICA;ICA;;;Hotel;2 Estrellas;021-2014/DIRCETUR-DT;03-NOV-2023 06:00:00;Gladys Mariela Escajadillo Escalante
20260824;25;20;10097167830;CORTEZ CONTRERAS JOSE SLY;MARITERRA;;;;7577243/947964146;JR.;HUANCAVELICA;MZ.15-LT.1;;;;;150505;LIMA;CAÑETE;CHILCA;jose_sly70@hotmail.com;;Hotel;2 Estrellas;040;03-JUN-2024 05:00:00;Jose Sly Cortez Contreras
20260824;29;15;10214937692;EURIBE RIVAS, PABLO MARTIN;CASA BLANCA;;;;56639202/956124224;VIA;URB. DIVINO MAESTRO F-16;;;;;;110101;ICA;ICA;ICA;olga_pon@hotmail.com;;Hostal;1 Estrella;29/09/2015;29-SEP-2010 05:00:00;Pablo Martin Euribe Rivas
20260824;31;20;10443605474;MALDONADO MALDONADO , LADY LUZ;"CASA HOTEL MALDONADO";;;;56623024/956125370;AV.;LOS MAESTROS;165;;;CI.;;110101;ICA;ICA;ICA;hotelcasamaldonado.ica@hotmail.com;;Hotel;2 Estrellas;030-14/DT;24-JUL-2014 05:00:00;Lady Luz Serna Maldonado
20260824;25;14;20604904774;SANTA CATALINA HOTELES E INVERSIONES S.A.C. - SC HOTELES S.A.C.;SANTA CATALINA;;;;953733101;Calle;MOQUEGUA;249;;;;CERCADO;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;;;Hostal;2 Estrellas;008-2024;22-JUL-2024 05:00:00;Flor Luz Berrospi Mansilla
20260824;26;26;20601856744;Inversiones Turisticos Wellness S.A.C.;HOSTAL MEGA SUITE;;;;;Calle;A;;;, ;URB.;PANAMERICANA NORTE  MZ-D  LT-02;150112;LIMA;LIMA;INDEPENDENCIA;nataly151182@hotmail.com;;Hostal;1 Estrella;393-001-Mincetur-Cla;10-OCT-2019 05:00:00;Roger Tafur Huaman
20260824;31;20;10011235391;Flores Vega, Leonor;HOTEL LEITO INN;;;;42522123/948461653;JR.;SAN MIGUEL;144;;;;;220909;SAN MARTÍN;SAN MARTÍN;LA BANDA DE SHILCAYO;info@leitoinntarapoto.com;www.leitoinntarapoto.com;Hotel;2 Estrellas;141-22.09.01;26-OCT-2020 05:00:00;Leonor Flores Vega
20260824;40;20;10165450308;Fernandez Vasquez, Ana Maria;HOTEL CASA GRANDE;;;;965620567;Calle;MANUEL SUAREZ;151;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;annamaferv@gmail.com;;Hotel;2 Estrellas;644-2017;10-MAR-2017 05:00:00;Ana Maria Fernandez Vasquez
20260824;13;12;10459603773;MARQUINA RUIZ, NARCIZO;HOSTAL MAY'OS;;;;983816340;JR.;GRAU;438;;;CI.;;060201;CAJAMARCA;CAJABAMBA;CAJABAMBA;orbegosojulcaismael@gmail.com;;Hostal;3 Estrellas;Certificado Nº 560-2022;04-OCT-2022 05:00:00;Narcizo Marquina Ruiz
20260824;25;20;20605598804;INVERSIONES KINTU CUSCO E.I.R.L.;LUZ GARDEN MACHUPICCHU;;;;984125089;Calle;---;109;;;AS.;AYMURAYPA TIKAN;081304;CUSCO;URUBAMBA;MACHUPICCHU;luzgardenmapi@gmail.com;;Hotel;3 Estrellas;022-2024;04-OCT-2024 05:00:00;Casio Latorre Condori
20260824;44;22;10166710214;SEMPERTEGUI ROJAS, ZULEMA;AQUARIO'S;;;;957559340;AV.;JHON F. KENNEDY;565;;AL COSTADO DEL MERCADO MOSHOQUEQUE;;;140105;LAMBAYEQUE;CHICLAYO;JOSÉ LEONARDO ORTIZ;gleidis502@hotmail.com;-;Hotel;3 Estrellas;646-2017;14-MAR-2017 05:00:00;Zulema Sempertegui Rojas
20260824;34;20;20600169280;Hostal Royal Olimpic Sac;ROYAL OLYMPIC;;;;978261501;Calle;SINAI;425;;;URB.;MIRAFLORES;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;ja_argo@hotmail.com;;Hotel;2 Estrellas;900-2020;13-AGO-2020 05:00:00;Javier Armas Velasquez
20260824;207;138;20609666821;KJ GROUP PERU SAC;GOLD INN HOTEL;;;;;AV.;ABEL B PETIT THOUARS;1972  1980;;;;;150116;LIMA;LIMA;LINCE;;;Hotel;2 Estrellas;D000010-2022-MML-GDE-ST;16-OCT-2012 05:00:00;Jieyi Yang 
20260824;48;24;20603123931;GRAN HOTEL LAS ZARZAS S.A.C;GRAN HOTEL LAS ZARZAS;;;;979155728;AV.;JORGE CHAVEZ;1365;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;;;Hotel;3 Estrellas;1012-2024;03-OCT-2024 05:00:00;Marcial Barboza Galvez
20260824;38;24;10248654665;ALCCAMARI LUPO, ESTANISLAO;STHANIS;;;;959711339;Calle;JAVIER PEREZ DE CUELLAR;A;14;;;;040107;AREQUIPA;AREQUIPA;JACOBO HUNTER;;;Hotel;1 Estrella;Certificado 046-2024-GRA/GRCET/SGT;12-NOV-2024 05:00:00;Estanislao Alccamari Lupo
20260824;27;23;20607501123;EMPRESA COMERCIAL DE SERVICIOS GENERALES LA FONTANA MATUCANA E.I.R.L.;LA FONTANA;;;;977213568;JR.;PLAZA GRAU;101;;;;;150701;LIMA;HUAROCHIRÍ;MATUCANA;rosa.muñoz.lazo@gmail.com;;Hostal;3 Estrellas;107;10-AGO-2022 05:00:00;Rosa Ines Muñoz Lazo
20260824;51;39;10431862358;CHAPPA DIAZ, JHOHANY JANERDITH;HOTEL KARAJIA;;;;956874144;JR.;DOS DE MAYO;546;;;CI.;;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;hotel.karajia@gmail.com;;Hotel;2 Estrellas;01-2021;24-FEB-2021 05:00:00;Jhohany Janerdith Chappa Diaz
20260824;29;16;20611239735;NUEVO BAMBOO S.A.C.S.;NUEVO BAMBOO;;;;73559074/953856491;AV.;ANDRÉS AVELINO CÁCERES 197 ;;;;URB.;SANTA ISABEL;200101;PIURA;PIURA;PIURA;bamboohotelboutique2023@gmailcom;;Hostal;2 Estrellas;001-2024;30-MAY-2024 05:00:00;Severo Augusto Burneo Saavedra
20260824;12;12;10070247653;VARAS ALVARADO SANTOS PALERMO;LAS PANTANOS;;;;;Calle;EL TUMI;187;;;;;150108;LIMA;LIMA;CHORRILLOS;;;Hostal;2 Estrellas;D7-2023-MML-GDE-ST;12-NOV-2012 05:00:00;Santos Palermo Varas Alvarado
