FECHA_CORTE;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL;VIA;DES_VIA;NUMERO;INTERIOR;OBS_DOMICILIO;ZONA;DES_ZONA;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;TELEF1;TELEF2;TELEF3;TELEF4;E_MAIL;PAGINA_WEB;CLASE;TIPO_AGENCIA;DES_SERVICIO;MODALIDAD_AUTORIZADA;REP_LEGAL;NRO_CERTIFICADO;FECHA_EXPEDICION
20260824;20423500523;Bahia Travel Service S.R.L.;BAHIA TRAVEL SERVICE;AV.;JOSE PARDO;620;MEZZ 36;;;;150122;LIMA;LIMA;MIRAFLORES;;;;14474934;bahiatraser@hotmail.com;;Minorista;Presencial;;;Janet Marcelina Ramirez Ramirez;866 - DGPDT;09-OCT-2019 05:00:00
20260824;10092799609;RIVERA GUILLEN ELIZABETH GISELA;SUNSET GS TOURS;Calle;MARIANO NECOCHEA N° 175;;;;;;150136;LIMA;LIMA;SAN MIGUEL;;;;929520803/4515568;sunsetgstours1975@gmail.com;;Minorista;Digital;;;Elizabeth Gisela Rivera Guillen;D000331-2025-MML-GDE-ST;04-JUL-2025 05:00:00
20260824;20609043033;RESORT SISICAYA CORPORATION S.A.C.;RESORT SISICAYA;Calle;LAS ORQUÍDEAS;459;;;;;150131;LIMA;LIMA;SAN ISIDRO;;;;934049477;aspec.mkt@gmail.com;;Mayorista;Digital, Presencial;;;Yeison Ismael Zambrano Buitrago;D000360-2025-MML-GDE-ST;07-AGO-2025 05:00:00
20260824;20613755501;AVENTURS TRAVEL S.A.C.;AVENTURS;JR.;LOA;556;;;;;150102;LIMA;LIMA;ANCÓN;;;;927262215;aventursempresa@gmail.com;https://aventurs-ancon.my.canva.site/aventurs-web-sitio-web/;Minorista, Operador de Turismo;Digital, Presencial;;;Victor Daniel Guzman Ramirez;D000521-2025-MML-GDE-ST;30-OCT-2025 05:00:00
20260824;20600654781;Jungle Worldtravels Luxury Perú E.I.R.L.;JUNGLE WORLDTRAVELS LUXURY PERÚ E.I.R.L.;PJ.;MARTIR JOSE OLAYA;129;1905;;;;150122;LIMA;LIMA;MIRAFLORES;;;;932159300;ezamora@jungleworldtravels.com;www.jungleworldtravels.com;Minorista, Operador de Turismo;Presencial;;;Lily Estelita Zamora Meza;293 - DGPDT;15-JUN-2017 05:00:00
20260824;20346300036;Gaston-Sacaze Eirl;GASTON SACAZE EIRL;AV.;JAVIER PRADO ESTE;210;8A;;;;150131;LIMA;LIMA;SAN ISIDRO;;;;15935440;teresa.d@gaston-sacaze.com;www.gaston-sacaze.com;Operador de Turismo;Presencial;;;Teresa Lizette Dioses Barrera;925-DGPDT;06-DIC-2019 05:00:00
20260824;20557725335;Ati´K Destinos S.A.C.;ATIK DESTINOS;AV.;ALFREDO MENDIOLA;7741;;;;;150117;LIMA;LIMA;LOS OLIVOS;;;;;rtorres@atikdestinos.com;www.atikdestinos.com;Minorista;Presencial;;;Roger Humberto Torres Ferro;539 - DGPDT;26-JUL-2018 05:00:00
20260824;20601996279;Wari Travel Agency Sac;WARI TRAVEL;PJ.;JUAN CHAVEZ MZ. U-1 LT. 24 URB. HONOR Y LEALTAD.;;;;;;150140;LIMA;LIMA;SANTIAGO DE SURCO;;;;960156698/933100479;waritravel.ventas@gmail.com;www.waritravel.com;Operador de Turismo;Digital;;;Jhonatan Adrian Retamozo Garibay;704-D.S.N° 005-2020-MINCETUR;08-FEB-2022 05:00:00
20260824;20608570421;SANCTUARY TREKS PERU S.A.C.;SANCTUARY TREKS PERU;Calle;PROCURADORES 341;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;956703544;;WWW.SANCTUARYTREKSPERU.COM;Operador de Turismo;Digital, Presencial;;;Noemi Aroste Hurtado;364-2025;14-JUL-2025 05:00:00
20260824;20612630489;INCA EXPERIENCE PERU S.A.C.;INCA EXPERIENCE ;LT.;URB. LOS INCAS H-1;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;900884303;INFO@INCAEXPERIENCE.COM;WWW.INCAEXPERIENCE.COM;Operador de Turismo;Digital;;;Edson Giancarlo Lovon Valencia;392-2025;30-JUL-2025 05:00:00
20260824;10727374073;RIOS YUMBATO ALONDRA HAYDEE;RIVERS TRAVEL AGENCY;Calle;CONDAMINE;265;;;;;160101;LORETO;MAYNAS;IQUITOS;;;;900534100/949282606;riosalondra012@gmail.com;River travel agency (Facebook);Minorista;Presencial;;;Alondra Haydee Rios Yumbato;166-2025-GRL-GERCETUR;31-JUL-2025 05:00:00
20260824;10214355014;IGLESIAS GALVEZ, JACQUELINE CAROL;" EL ENCANTO DE MI PERU";Calle;AZAHARES ;MZ -L;LOTE-13;;CI.;;110101;ICA;ICA;ICA;;;;635653/987414333;patricia.contreras@hotmail.com;;Operador de Turismo;Presencial;;;Jacqueline Carol Iglesias Galvez;021-2014/DIRCETUR-DT;08-JUL-2014 05:00:00
20260824;20601415136;SETAN-AMAH PERU S.A.C. - AMAHPERU S.A.C.;AMAHUACA PERU;AV.;REDUCTO 1265 INT 4;;;;;;150122;LIMA;LIMA;MIRAFLORES;;;;984716815/13939602;gustavo@amahuaca.com;www.amahuaca.com;Operador de Turismo;Digital;;;Gustavo Augusto Calderon Santa Cruz;D000385-2025-MML-GDE-ST;22-AGO-2025 05:00:00
20260824;20548742863;Map Air S.A.C.;EXCURSIONES;AV.;8 DE OCTUBRE;159;;;;;150122;LIMA;LIMA;MIRAFLORES;;;;977537100;info@mapairdrones.com;www.mapairdrones.com;Operador de Turismo;Digital;;;Luis Jorge Redin Cordova;664 - MINCETUR;09-DIC-2021 05:00:00
20260824;20549447725;Green Llama S.A.C.;GREEN LLAMA;Calle;SAN FERNANDO;450;301;;;;150122;LIMA;LIMA;MIRAFLORES;;;;951721637;maritebazo@greenllama.com.pe;www.greenllama.com.pe;Minorista, Operador de Turismo;Digital;;;Maria Teresa Bazo Zavala;487 - MINCETUR;07-JUL-2021 05:00:00
20260824;20347787010;International Business Travel S.A.C.;INTERNATIONAL BUSINESS TRAVEL SAC;Calle;LAS 3 MARIAS;363;6;;;;150140;LIMA;LIMA;SANTIAGO DE SURCO;;;;14376785;inter.travel@ibusinesstravel.net;www.ibtravelperu.com;Minorista, Operador de Turismo;Digital, Presencial;;;Gisella Maria Del Solar Vergara;458-D.S. N° 005-2020-MINCETUR;14-JUN-2021 05:00:00
20260824;20610911146;EMPRESA DIGITAL DE VIAJES Y TURISMO DEBOLETO S.A.C.;DEBOLETO PERÚ;AV.;28 DE JULIO;1175;;;;;150115;LIMA;LIMA;LA VICTORIA;;;;985790278/965196855/963598841;viajes.deboleto@gmail.com;;Minorista;Digital;;;Lemuel Hernan Granados Granados;D000291-2025-MML-GDE-ST;04-JUN-2025 05:00:00
20260824;20614317869;PARADISE TOUR & EXPEDITIONS S.A.C.;NM VIAJES;AV.;ALFREDO BENAVIDES;2195 - D;103;;;;150122;LIMA;LIMA;MIRAFLORES;;;;912052817;rebecaquirozruiz@gmail.com;;Minorista;Presencial;;;Soraya Rebeca Quiroz Ruiz;000338-2025-GDE-ST;08-JUL-2025 07:00:00
20260824;10099394477;WONG CRISPIN, MARIELA ELIZABETH;XTREM RIVERS IN PERU;JR.;BOLOGNESI;199;;;;;150508;LIMA;CAÑETE;LUNAHUANA;;;;941609815/987476501;xtremriversinper3000@hotmail.com;;Operador de Turismo;Presencial;Canotaje Turístico;Canotaje;Mariela Elizabeth Wong Crispin;001;26-FEB-2018 05:00:00
20260824;10621425515;OLORTEGUI CAVALCANTE ABRAHAM;AMAZONIAN TRAVELING IQUITOS;JR.;ALZAMORA;762;;;;;160101;LORETO;MAYNAS;IQUITOS;;;;900480588;amazoniantravelingperu@gmail.com;WWW.AMAZONIANTRAVELING.COM;Operador de Turismo;Digital;;;Abraham Olortegui Cavalcante;180-2025-GRL-GERCETUR;23-SEP-2025 05:00:00
20260824;10218628759;PAZO HERNANDEZ MARIA YSABEL;TURISUR;AV.;H.U. DE OFICIO GRAL. DON JOSE DE SAN MARTIN MZ. G LT, 01;;;;;;110505;ICA;PISCO;PARACAS;;;;931298638;turisur.paracas@gmail.com;;Operador de Turismo;Presencial;;;Maria Ysabel Pazo Hernandez;447-2025/DIRCETUR-SDT;13-OCT-2025 05:00:00
20260824;20573024452;ESTUR ECOLOGY PERU E.I.R.L;ECOLOGY PERU-SUCURSAL;ALM.;ALAMEDA PERU;562;;;;;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;;;;62629262/993145850;info@ecologyperu.com;www.ecologyperu.com;Operador de Turismo;Presencial;;;Bequer Alejandro Garcia Chavez;00002-2024-GRH-GRDE-DRCET-AGVT;15-ENE-2024 05:00:00
20260824;20613036327;MEGAVIAJES PERU S.A.C.;MEGAVIAJES;VIA;AH VILLA HUANTA MZ. A LT. 22;;;;A.H.;;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;;963892744;pjeri@megaviajes.pe;https://www.megaviajes.pe;Minorista;Digital;;;Pedro Luis Jeri Cangana;CONSTANCIA N° D000490-2024-MML-GDE-ST;16-DIC-2024 05:00:00
20260824;10477507170;Chiroque Ipanaque, Marianela;PERÚ INFINITY;AV.;DEL MURO;;;;;;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;;951570377;reservasperuinfinity@gmail.com;www.peruinfinitytour.com;Operador de Turismo;Digital;;;Marianela Chiroque Ipanaque;144-DGPDT;28-SEP-2020 05:00:00
20260824;10409915146;Cabanillas Chirinos, Fernando;VIVA FAST;BL.;30-C                                 ;;401;;U.V.;DEL RIMAC;150128;LIMA;LIMA;RÍMAC;;;;994981868;vivafast0@gmail.com;;Operador de Turismo;Digital;;;Fernando Cabanillas Chirinos;846 - MINCETUR;04-JUL-2022 05:00:00
20260824;20610970436;RUTA AVENTURERA E.I.R.L.;TINGO MARIA RUTA  AVENTURERA;AV.;ALAMEDA PERU;413;;;;;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;;;;959578266;rutaaventurera29@gmail.com;www.rutaaventurera.com;Operador de Turismo;Digital, Presencial;;;Luis Angel Palomino Meza;00012-2025;07-ABR-2025 05:00:00
20260824;20419195317;Inka Terra Peru S.A.C.;INKA TERRA;Calle;ANDALUCIA;174;;;;;150122;LIMA;LIMA;MIRAFLORES;;;;16100400;jpinedo@inkaterra.com;www.inkaterra.com;Operador de Turismo;Presencial;;;Enrique Mariano Gamero Maldonado;814 - DGPDT;22-AGO-2019 05:00:00
20260824;10466798440;LOPEZ GARCIA FELIMON;AVENTURAS 360;Calle;LAS CAPIRONAS;;;CALLE LAS CAPIRONAS MZ.B - LOTE 18;URB.;URBANIZACION EL PARAISO;220910;SAN MARTÍN;SAN MARTÍN;MORALES;;;;952946127;felozga@gmail.com;;Minorista, Operador de Turismo;Presencial;;;Felimon Lopez Garcia;CONSTANCIA N°020-2025-GRSM-DIRCETUR-SM;03-JUN-2025 05:00:00
20260824;20477554840;GRUPO TURISTICO CLASE A E.I.R.L.;TURISMO CLASE A;JR.;ORBEGOSO;514;302;CERCA A LA PLAZA DE ARMAS;CC.;;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;;;;939881441;turismoclasea@hotmail.com;;Minorista;Presencial;;;Santos David Juarez Torres;107-2012;04-ABR-2012 05:00:00
20260824;20608758144;EMPRESA DE VIAJES Y TURISMO VIAJANDO CON DIOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;VIAJANDO CON DIOS;AV.;LOS COLONOS;540;;A UNA CUADRA DEL HOSPEDAJE MANGO;;;190305;PASCO;OXAPAMPA;POZUZO;;;;959347876/932298131;viajandocondiossiemre@gmail.com;;Operador de Turismo;Presencial;;;Jessica Maritza Contreras Sanchez;010-2025;28-MAY-2025 05:00:00
20260824;10444884997;TORRES MANIHUARI MOISES GARY;MY AMAZON TOURS;JR.;NAUTA;258;;;;;160101;LORETO;MAYNAS;IQUITOS;;;;926899900;myamazontours@gmail.com;www.myamazontours;Operador de Turismo;Presencial;;;Moises Gary Torres Manihuari;155-2025-GRL-GERCETUR;17-JUN-2025 05:00:00
20260824;20609310112;T'IKARIY MACHUPICCHU E.I.R.L.;TIKARIY MACHUPICCHU;Calle;AHUACPINTA;732;;;;;080101;CUSCO;CUSCO;CUSCO;;;;954519214;tikariymachupicchu@gmail.com;https://tikariymachupicchu.com/;Operador de Turismo;Digital;;;Ana Gabriela Muñoz Lucas;481-2025;05-SEP-2025 05:00:00
20260824;20604364168;Tourism Latam S.A.C.;AUTENTICO DMC SAC;Calle;MANUEL CLAVERO;2087;;;;;150135;LIMA;LIMA;SAN MARTÍN DE PORRES;;;;979900624;peru@autenticodmc.com;www.autenticodmc.com;Minorista;Digital;;;Bonie Alison Linares Toledo;558 - DS. N° 005-2020-MINCETUR;07-SEP-2021 05:00:00
20260824;20518672623;Naxos Tours & Service Sociedad Anonima Cerrada;-;AV.;LA MARINA;1602;217;;;;150121;LIMA;LIMA;PUEBLO LIBRE;;;;994232615;naxos_tours@hotmail.com;;Minorista;Presencial;;;Fredy Edilberto Jimenez Javier;607 - DGPDT;29-OCT-2018 05:00:00
20260824;20613478001;ECO VIAJES PERU E.I.R.L.;ECO VIAJES PERU;AV.;SUCRE B-4 DPT.401 HUANCARO - SANTIAGO ;;;;;;080106;CUSCO;CUSCO;SANTIAGO;;;;990381716;ELIZABETHJAZMIN2024@HOTMAIL.COM;HTTPS://ECOVIAJESPERU.COM;Operador de Turismo;Digital;;;Elizabeth Jazmin Garcia Garcia;18;03-FEB-2025 05:00:00
20260824;20605752111;Lc Puri Inversiones S.A.C.;LC PURI;AV.;LOS ROBLES;MZ C LT 1;;;;;150109;LIMA;LIMA;CIENEGUILLA;;;;940941247/957920610;destino@lcpuri.com;www.tours.lcpuri.com;Operador de Turismo;Digital;;;Duany Orlando Lujan Ccanque;228;09-NOV-2020 05:00:00
20260824;20601520797;Atawallpa Perú Travel S.A.C.;SALETH TRAVEL;AV.;ALAMEDA DEL CORREGIDOR;1788;;;;;150114;LIMA;LIMA;LA MOLINA;;;;7874898/998120771;vbernui@salethtravel.com;;Operador de Turismo;Presencial;;;Saleth Ramzi Aizpurua Bernui;814-MINCETUR;14-JUN-2022 05:00:00
20260824;20492464474;Viajes Y Turismo Jade Tours And Travels S.A.C. - Jade Tours And Travels S.A.C.;.-.;AV.;RICARDO PALMA;248;701;;;;150122;LIMA;LIMA;MIRAFLORES;;;;14898335;gerencia@jadetoursperu.com;www.jadetoursperu.com;Mayorista, Operador de Turismo;Presencial;;;Julio Raul Infantes Navarrete;552 - DGPDT;17-AGO-2018 05:00:00
20260824;15612483300;LENA JUAN, SILVESTRE;KANGAROO KITE;Calle;URB. SANTO DOMINGO KITE CLUB PARACAS, TORRE 1 DPTO. 103;;;;;;110505;ICA;PISCO;PARACAS;;;;940472094;contact@kangarookite.net;htttps:// kangarookite.net/;Operador de Turismo;Digital;Turismo de Aventura;Kite Surf;Juan Silvestre Lena ;423-2025/DIRCETUR-SDT;28-MAR-2025 05:00:00
20260824;20612267210;LA FAMILIA TOURS & TRAVEL E.I.R.L.;LA FAMILIA TOURS & TRAVEL E.I.R.L.;JR.;ALFONSO UGARTE;565;;;;;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;;;;974523880/968321221;reservas@lafamiliatour.com;www.lafamiliatour.com;Operador de Turismo;Presencial;;;Abel Juan Montalvan Iparraguirre;005-2025-DIRCETUR;11-AGO-2025 05:00:00
20260824;20227496682;SKY VIAJES Y TURISMO AREQUIPA EIRL;SKY VIAJES AREQUIPA;Calle;BOLIVAR;209;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;;;;959920242/54214016/54281731;imagen@skyperu.com;www.skyperu.com;Operador de Turismo;Presencial;Turismo de Aventura;Escalada;Ana Maria Victoria Rojas Arredondo;S/N -2011;08-JUN-2011 05:00:00
20260824;20600721951;KILLA´S TRAVEL & ADVENTURE E.I.R.L.;KILLA´S TRAVEL;AV.;FERNANDO WIESE;5186;;;;URB. MARISCAL CACERES;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;;987366066/960811989/917375402;reservas@killastravel.com;;Minorista;Digital, Presencial;;;Guissel Carla Luna Quispe;CONSTANCIA N° D000415-2025-MML-GDE-ST;01-SEP-2025 05:00:00
20260824;20613277413;AVENTURAS MACHUPICCHU TRAVEL TOURS OPERADOR E.I.R.L.;AVENTURAS MACHUPICCHU TRAVEL;PJ.;PROCERES D1;25;;;URB.;TTIO;080108;CUSCO;CUSCO;WANCHAQ;;;;950283355;peruviajes23@gmail.com;aventurasmachupicchutravel.com;Operador de Turismo;Digital;;;Flora Angelica Taco Chaisa;260;03-DIC-2024 05:00:00
20260824;10720080945;WILIAN VALDEZ VALENCIA;MACHUPICCHU CARPE DIEM WANDERLUST;VIA;CALLE MARQUEZ 231- OFICINA 109;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;985675534;;;Operador de Turismo;Presencial;;;Wilian Valdez Valencia;268;06-DIC-2024 05:00:00
20260824;20527862150;Andean Gold Travel And Services Sociedad Comercial De Responsabilidad Limitada;ANDEAN GOLD TRAVEL & SERVICES;Calle;CIPRIANO AGUERO;141;704;;;;150122;LIMA;LIMA;MIRAFLORES;;;;984204630;andeangold@hotmail.com;www.andeangoldperu.com;Minorista, Operador de Turismo;Digital;;;Melania Corina Garcia Vizcarra;303 - MINCETUR;30-DIC-2020 05:00:00
20260824;20543919196;Cl Inversiones Peru  Inca E.I.R.L.;PERU INCA TRAVEL;JR.;ELIAS AGUIRRE;141;10;;;;150122;LIMA;LIMA;MIRAFLORES;;;;;gerencia@peruincatravel.pe;www.peruincatravel.pe;Minorista;Presencial;;;Cristina Gisella Lastra Zelada;396 - DGPDT;10-NOV-2017 05:00:00
20260824;20557573641;Hbm Peru Promotores Turisticos S.A.C.;VITRAMAR;AV.;LARCO;1150;604;;;;150122;LIMA;LIMA;MIRAFLORES;;;;;reservas.peru@vitramar.com;www.vitramar.com;Minorista;Digital;;;Christian Javier Barrera Molina;358 - MINCETUR;16-MAR-2021 05:00:00
20260824;20604713987;AGENCIA DE VIAJES Y TURISMO QUAD BIKE CUSCO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;QUAD BIKE CUSCO E.I.R.L.;JR.;CALLE MARQUEZ 231 OFIC 110;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;974671652;reservas@quadbikecusco.com;www.quadbikecusco.com;Operador de Turismo;Presencial;;;Carla Yuvitza Cruz Auccapuri;002-2025;10-ENE-2025 06:00:00
20260824;20603224354;Iam & Trading S.A.C.;ASIMTUR;Calle;BOLIVAR;270;303;;;;150122;LIMA;LIMA;MIRAFLORES;;;;987312685;reservas@asimtur.org;www.asimtur.org;Mayorista;Presencial;;;Italo Stefano Amoretti Mendoza;703 - MINCETUR;07-FEB-2022 05:00:00
20260824;20610245014;PERU LANDS EXPEDITIONS E.I.R.L;PERU LANDS EXPEDITIONS;Calle;RAMIRO PRIALE T-10;;;;;;080106;CUSCO;CUSCO;SANTIAGO;;;;913852321;PERULANDSEXPEDITIONS@HOTMAIL.COM;;Operador de Turismo;Presencial;;;Maria Esther Usucachi Cruz;172-2025;11-ABR-2025 05:00:00
20260824;20611738707;TURISMO AVALOS SOCIEDAD ANÓNIMA CERRADA - TURISMO AVALOS S.A.C.;TURISMO AVALOS ;Calle;AYAR MANCO 1393;;;;;;080104;CUSCO;CUSCO;SAN JERÓNIMO;;;;979472924;TRAMITETURISMOAVALOS@GMAIL.COM;;Operador de Turismo;Presencial;;;Miguel Angel Avalos Ñaccha;211-2025;08-MAY-2025 05:00:00
20260824;10076780949;Flores Cristobal, Gladys Ruth;TURISMO VICTORIA;Calle;JOSE GALVEZ  MZ. 20, LT. 1B NICOLAS DE PIEROLA;;;;;;150118;LIMA;LIMA;LURIGANCHO;;;;13604045;turismovictoria@hotmail.com;;Mayorista, Minorista, Operador de Turismo;Presencial;;;Gladys Ruth Flores Cristobal;027- 2016 - DGPDT;08-SEP-2016 05:00:00
20260824;10416964225;DONAYRE RIOS JOSE ANTONIO;NOMADA TRAVEL;AV.;VIRGEN DE FÁTIMA S/N - CASERÍO DE LIMON;;;;;SAN JUAN BAUTISTA;110110;ICA;ICA;SAN JUAN BAUTISTA;;;;948294442;reservas@nomadatravelperu.com;;Minorista, Operador de Turismo;Digital, Presencial;;;Jose Antonio Donayre Rios;442-2025;03-JUL-2022 05:00:00
20260824;10221846228;CARRILLO ARAGON JOSE LUIS;AVENTURA SIN FRONTERAS;VIA;BALNEARIO DE HUACACHINA DPTO. 4 VÍA HUACACHINA 140;;;;BR.;;110101;ICA;ICA;ICA;;;;931126696;aventurasinfronteras@gmail.com;;Operador de Turismo;Digital, Presencial;;;Jose Luis Carrillo Aragon;445-2025;18-JUL-2025 05:00:00
20260824;20455177481;AGENCIA  DE  VIAJES  Y  TURISMOS  KUSI  TRAVEL  E.I.R.L.;KUSI TRAVEL;Calle;PORTAL SAN AGUSTIN;105;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;;;;54284033;kusitravel19@hotmail.com;;Operador de Turismo;Presencial;;;Julian Cuito Soto;Constancia Nro. 095-2017-GRA/GRCET;31-MAR-2017 05:00:00
20260824;20602952283;ROZZE TRAVEL S.A.C.;;AV.;SANTIAGO ANTUNEZ DE MAYOLO;804;104;;;;150117;LIMA;LIMA;LOS OLIVOS;;;;;rozzetravel1@hotmail.com;;Minorista;Presencial;;;Eddison Patrick Zelada Yantas;680-DGPDT;31-DIC-2018 05:00:00
20260824;20611793643;MACHUPICCHU EXPEDITION PERU E.I.R.L.;MACHUPICCHU EXPEDITION;VIA;CAL. FRANCISCO BOLOGNESI MZ. N  LTE. 03;;;;;;080106;CUSCO;CUSCO;SANTIAGO;;;;993849100;RESERVASMACHUPICCHU15@GMAIL.COM;WWW.MACHUPICCHUEXPEDITIONPE.COM;Minorista;Digital;;;Frank Willie Pilco Mamani;288;26-DIC-2024 05:00:00
20260824;20493412028;AGENCIA DE VIAJES Y TURISMO GOLFINHO EIRL                                                           ;AGENCIA DE VIAJES Y TURISMO GOLFINHO EIRL;Calle;RAYMONDI;378;;;CI.;IQUITOS;160101;LORETO;MAYNAS;IQUITOS;;;;965676410;transportegolfinho@hotmail.com;;Minorista;Presencial;;;Julia Clementina Reyes Mallqui;048-2014-GRL-DIRCETURA-DT;11-JUN-2014 05:00:00
20260824;20608006886;HUASCAR EXPEDITIONS E.I.R.L.;HUASCAR EXPEDITIONS;PO.;PANES 123 INT. 207;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;944768404;huascarexpeditions@gmail.com;www.huascarexpeditions.com;Operador de Turismo;Digital, Presencial;;;Johan Mejia Huascar;174-2025;14-ABR-2025 05:00:00
20260824;20159811728;Amazon Adventure S A;AMAZON ADVENTURE;PJ.;LOS PINOS;180;209;;;;150122;LIMA;LIMA;MIRAFLORES;;;;14440084;;www.amazonperuadventure.net;Mayorista;Presencial;;;Jose Francisco Landeo Luna;035-2016-DGPDT;08-SEP-2016 05:00:00
20260824;20602975216;VIAJES GIRA EL MUNDO E.I.R.L.;VIAJES GIRA EL MUNDO;Calle;CORONEL INCLAN;235;713;;;;150122;LIMA;LIMA;MIRAFLORES;;;;941662388;reservas@viajesgiraelmundo.com;viajesgiraelmundo.com;Minorista;Digital;;;Carol Coronado La Cruz;D000346-2025-MML-GDE-ST;16-JUL-2025 05:00:00
20260824;10758480050;SULCA ESPINOZA JACQUELINE ANDREA MILUSKA;WILDER TOURS;VIA;BALNEARIO DE HUACACHINA N°40;PUESTO 15;;;;;110101;ICA;ICA;ICA;;;;921777141/9545222694;wildertours23@hotmail.com;;Minorista;Digital, Presencial;;;Jacqueline Andrea Miluska Sulca Espinoza;0391-2024;20-MAY-2025 05:00:00
20260824;20613904060;CORPUS TRAVEL PERU S.A.C.;CORPUS TRAVEL PERU S.A.C;PJ.;SCHLAEFLI ;181;;POR LA LOZA 6 DE JUNIO;AS.;6 DE JUNIO;190301;PASCO;OXAPAMPA;OXAPAMPA;;;;931836019;Corpustravelperu@gmail.com;www.facebook.com/corpustravelperu;Operador de Turismo;Digital;;;Mercedes Noemi Surichaqui Melendez;012-2025;10-JUL-2025 05:00:00
20260824;20564487300;LIFE ADVENTURES TRAVEL S.A.C.;LIFE ADVENTURES TRAVEL ;Calle;HELADEROS 135-2B;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;912392747;info@lifeadventures.biz;www.lifeadventures.biz;Operador de Turismo;Digital;;;Karina Huanca Quispe;447-2025;22-AGO-2025 05:00:00
20260824;20614381915;MACHUPICCHU PERU TRAVEL AGENCY E.I.R.L.;MACHUPICCHU TRAVEL AGENCY ;Calle;MATARA 346;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;943578447;INFO@MACHUPICCHUAGENCYTRAVEL.COM;WWW.MACHUPICCHUAGENCYTRAVEL.COM;Operador de Turismo;Presencial;;;Dennis Pedro Quispe Molina;455-2025;25-AGO-2025 05:00:00
20260824;20609087332;JUNGLE TOURS IQUITOS E.I.R.L.;JUNGLE TOURS IQUITOS;Calle;INDEPENDENCIA;479;;;;;160101;LORETO;MAYNAS;IQUITOS;;;;965834678;jungle.tours.iquitos22@gmai.com;http://sites.google.com/view/jungletoursiquitos;Operador de Turismo;Digital;;;Juan Justo Edber Sanchez Babilonia;079-2023-GRL-GERCETUR-SGRT;07-JUN-2023 05:00:00
20260824;20614038579;CUSCO EXPEDITIONS TOURS E.I.R.L.;CUSCO EXPEDITIONS TOURS;Calle;QUESWA 304;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;991652027;INFO@CUSCOEXPEDITIONSTOURS.COM;WWW.CUSCOEXPEDITIONSTOURS.COM;Operador de Turismo;Digital;;;Maria Ruth Cusi Pillco;258-2025;19-MAY-2025 05:00:00
20260824;20516977079;Getaway Travel Sac;GETAWAY TRAVEL TOUR OPERATOR;AV.;LOS PROCERES DE HUANDOY  MZ. CC4, LT. 12;;;;URB.;PRO 5TO SECTOR, 1 ETAPA;150117;LIMA;LIMA;LOS OLIVOS;;;;17229104;getaway-travel@hotmail.com;www.getawayperu.com;Operador de Turismo;Presencial;;;David Porras Angulo;640 - DGPDT;17-DIC-2018 05:00:00
20260824;20125261214;Cotours S.A.C.;COTOURS SAC;Calle;ARTESANOS;150;151-179;;;;150140;LIMA;LIMA;SANTIAGO DE SURCO;;;;17175140;viviana.cisneros@cotours.com;www.cotoursviajes.com;Minorista;Presencial;;;Viviana Leonor Cisneros Olano;742-DGPDT;09-ABR-2019 05:00:00
20260824;20424180646;Peruvian Universal Tours S.A.;PERUEXCURSIONES;PJ.;MARTIR OLAYA;129;1704;;;;150122;LIMA;LIMA;MIRAFLORES;;;;986671099;info@peruexcursiones.pe;www.peruexcursiones.pe;Minorista;Digital;;;Francisco Javier Zavaleta Lozada;642 - MINCETUR;16-NOV-2021 05:00:00
20260824;20552387822;HADA SERVICIOS TURISTICOS S.A.C.;HADA TOURS;Calle;RAMON RIBEYRO;672;103;;;;150122;LIMA;LIMA;MIRAFLORES;;;;983453937;info@hadatours.com;www.hadatours.com;Operador de Turismo;Digital;;;Paola Denisse Hauyon Geldres;000334-2025-GDE-ST;04-JUL-2025 07:00:00
20260824;20602217095;Peruanitos Tours S.A.C.;PERUANITOS TOURS;JR.;ANCASH;347;;;;;120101;JUNÍN;HUANCAYO;HUANCAYO;;;;961614400;elenapc1000@gmail.com;https://www.mappeattive.com/es/peruanitos-tours-huancayo/;Operador de Turismo;Digital, Presencial;;;Doris Elena Prudencio Capcha;Constancia N° 201-2025-GRJ-DIRCETUR;21-JUL-2025 05:00:00
